billing_id,matter_id,substantiating_entry_id_1,substantiating_entry_id_2,substantiating_entry_id_3,substantiating_entry_id_4,substantiating_entry_id_5,billing_category,billing_start,billing_stop,billing_hours,billing_description,billing_substantiation,last_modified,activity_confidence,timing_confidence,confidence_rationale,
621,1,621,,,,,Email,3/29/2024 14:48,3/29/2024 14:48,0,Old case/New case,Attorney Szostkiewicz updates on pending motion for GAL appointment and mentions potential new case referral,,,,,
620,1,620,,,,,Email,3/29/2024 17:29,3/29/2024 17:29,0,RE: Old case/New case,Response confirming willingness to take on new case referral,,,,,
619,1,619,,,,,Email,4/2/2024 12:27,4/2/2024 12:27,0,Bullying case,Attorney Szostkiewicz informs of denied GAL motion and proposes alternative consultant appointment,,,,,
618,1,618,,,,,Email,4/2/2024 13:28,4/2/2024 13:28,0,Re: Bullying case,Discussion of appointment denial and request for student records,,,,,
617,1,617,,,,,Email,4/4/2024 14:03,4/4/2024 14:03,0,H Sampson,Initial outreach to school detailing bullying concerns and requesting meeting and records,,,,,
616,1,616,,,,,Email,4/6/2024 21:54,4/6/2024 21:54,0,Re: H Sampson,Offer to assist pro bono if second motion denied,,,,,
615,1,615,,,,,Email,4/7/2024 16:39,4/7/2024 16:39,0,"Re: H Sampson / bullying, special ed referral, Sec. 504 preplacement meeting",Comprehensive email making formal special education referral and requesting immediate safety interventions,,,,,
614,1,614,,,,,Email,4/8/2024 9:07,4/8/2024 9:07,0,"Re: H Sampson / bullying, special ed referral, Sec. 504 preplacement meeting",Confirmation of school CRA filing and praise for advocacy email,,,,,
613,1,613,,,,,Email,4/8/2024 13:58,4/8/2024 13:58,0,"RE: H Sampson / bullying, special ed referral, Sec. 504 preplacement meeting",Initial response from school requesting release form,,,,,
612,1,612,,,,,Email,4/8/2024 14:01,4/8/2024 14:01,0,RE: H Sampson,Principal's acknowledgment of prior counselor contact and request for release,,,,,
611,1,611,,,,,Email,4/9/2024 11:47,4/9/2024 11:47,0,Sampson CRA,Attorney forwards CRA documentation and confirms release form completion,,,,,
610,1,610,,,,,Email,4/9/2024 12:43,4/9/2024 12:43,0,"RE: H Sampson / bullying, special ed referral, Sec. 504 preplacement meeting",Detailed response from principal addressing multiple concerns and scheduling 504 meeting,,,,,
609,1,609,,,,,Email,4/9/2024 12:45,4/9/2024 12:45,0,"RE: H Sampson / bullying, special ed referral, Sec. 504 preplacement meeting",Brief acknowledgment of release requirement,,,,,
608,1,608,,,,,Email,4/9/2024 12:54,4/9/2024 12:54,0,Re: Sampson CRA,"Updates on home situation, attendance history, and meeting scheduling",,,,,
607,1,607,,,,,Email,4/9/2024 20:58,4/9/2024 20:58,0,Re: Sampson CRA,Brief response to previous communication,,,,,
606,1,606,,,,,Email,4/10/2024 15:53,4/10/2024 15:53,0,Approved Motion,Notice of motion approval and scheduling discussion,,,,,
605,1,605,,,,,Email,4/10/2024 16:53,4/10/2024 16:53,0,RE: Approved Motion,Response regarding motion approval and personal discussion of eclipse viewing,,,,,
604,1,604,,,,,Email,4/11/2024 13:23,4/11/2024 13:23,0,124246 H.S. - Consent for Initial Evaluation,ETL provided initial special education evaluation paperwork,,,,,
603,1,603,,,,,Email,4/11/2024 13:52,4/11/2024 13:52,0,Heaven Sampson,Brief acknowledgment of consent forms,,,,,
602,1,602,,,,,Email,4/18/2024 3:30,4/18/2024 3:30,0,"RE: H Sampson / bullying, special ed referral, Sec. 504 preplacement meeting","Follow-up on release receipt, bullying investigation, and records request",,,,,
601,1,601,,,,,Email,4/21/2024 15:28,4/21/2024 15:28,0,"RE: H Sampson / bullying, special ed referral, Sec. 504 preplacement meeting","Update on release receipt, investigation status, and records request",,,,,
600,1,600,,,,,Note,4/25/2024 0:00,4/25/2024 0:00,0,Initial Safety Plan Meeting,Documented initial accommodations meeting,,,,,
599,1,599,,,,,Email,4/25/2024 13:27,4/25/2024 13:27,0,Re: 124246 - Heaven Sampson - Initial Eligibility Determination Meeting via Zoom,Discussion of potential tutoring support,,,,,
598,1,598,,,,,Email,4/25/2024 14:04,4/25/2024 14:04,0,Re,Parent's response regarding tutoring possibility,,,,,
597,1,597,,,,,Email,4/26/2024 23:42,4/26/2024 23:42,0,Re: H. Sampson Follow Up,Brief acknowledgment of principal's follow-up,,,,,
596,1,596,,,,,Email,4/28/2024 19:12,4/28/2024 19:12,0,Re: FW: H. Sampson Follow Up,Request for attorney's input on principal's response,,,,,
595,1,595,,,,,Email,4/30/2024 15:13,4/30/2024 15:13,0,Re: FW: H. Sampson Follow Up,Acknowledgment of consultation request,,,,,
594,1,594,,,,,Email,5/13/2024 14:12,5/13/2024 14:12,0,[School Meeting Notice],Parent notification of scheduled 504 meeting,,,,,
593,1,593,,,,,Email,5/14/2024 2:11,5/14/2024 2:11,0,Re: Heaven Sampson 504 meeting,Attorney confirmed attendance and requested status update,,,,,
592,1,592,,,,,Email,5/14/2024 13:35,5/14/2024 13:35,0,Re: Heaven Sampson 504 meeting,Attorney unable to attend scheduled meeting,,,,,
591,1,591,,,,,Email,5/14/2024 13:53,5/14/2024 13:53,0,Re: Heaven Sampson 504 meeting,Inquiry about rescheduling possibility,,,,,
590,1,590,,,,,Note,5/14/2024 14:11,5/14/2024 14:11,0,Parent Communication Notes,Attorney documented detailed follow-up questions for parent,,,,,
589,1,589,,,,,Email,5/14/2024 14:21,5/14/2024 14:21,0,Re: Heaven Sampson 504 meeting,Attorney expresses confidence in representation and discusses potential future collaborations,,,,,
588,1,588,,,,,Email,5/16/2024 8:02,5/16/2024 8:02,0,Re: Heaven Sampson 504 meeting,Response regarding meeting attendance and discussion of future collaboration,,,,,
587,1,587,,,,,Email,5/23/2024 1:29,5/23/2024 1:29,0,RE: Heaven Sampson 504 meeting,Attorney requested remote attendance and pre-meeting call with parent,,,,,
586,1,586,,,,,Email,5/23/2024 13:10,5/23/2024 13:10,0,Fw: 504 Eligibility Meeting Invite - HS,Co-counsel forwarded 504 meeting information,,,,,
585,1,585,,,,,Email,5/23/2024 13:19,5/23/2024 13:19,0,Fw: 504 Eligibility Meeting Invite - HS,School counselor forwarded meeting details,,,,,
584,1,584,,,,,Email,5/23/2024 13:50,5/23/2024 13:50,0,join here,School counselor provided virtual meeting access,,,,,
622,1,622,,,,,Psycho-Educational Assessment,5/24/2024 0:00,5/24/2024 0:00,0,Springfield Public Schools Psycho-Educational Evaluation,,,,,,
583,1,583,,,,,Email,5/28/2024 11:55,5/28/2024 11:55,0,RE: 24CP0060SP,Court clerk confirmed filing procedures,,,,,
623,1,623,,,,,Woodcock-Johnson Achievement Test,5/29/2024 0:00,5/29/2024 0:00,0,Woodcock-Johnson IV Tests of Achievement,,,,,,
624,1,624,,,,,Functional Behavior Assessment,5/31/2024 0:00,5/31/2024 0:00,0,Springfield Public School Functional Behavior Assessment Summary,,,,,,
582,1,582,,,,,Email,6/2/2024 11:06,6/2/2024 11:06,0,Re: Heaven v. SPS,BSEA hearing officer schedules conference call,,,,,
581,1,581,,,,,Note,6/9/2024 0:00,6/9/2024 0:00,0,[Strategy Note],Documentation of legal strategy and research findings,,,,,
580,1,580,,,,,Email,6/9/2024 6:12,6/9/2024 6:12,0,RE: BSEA # 2414829 / Motion for Partial Summary Decision,Attorney files dispositive motion on eligibility issue,,,,,
578,1,578,,,,,Email,6/12/2024 10:18,6/12/2024 10:18,0,124246 H.S. - Consent for Initial Evaluation,ETL sent evaluation reports for eligibility meeting,,,,,
577,1,577,,,,,Email,6/12/2024 10:49,6/12/2024 10:49,0,Re: 124246 H.S. - Consent for Initial Evaluation,School psychologist provided staff contact information,,,,,
4,1,268,,,,,Conference With Attorney,6/12/2024 13:00,6/12/2024 14:00,1,Attend meeting to discuss independent evaluators,Documentation of meeting where independent evaluators were discussed,5/1/2025 19:41,conclusive,conclusive,,
576,1,576,,,,,Email,6/12/2024 14:35,6/12/2024 14:35,0,FW: 124246 H.S. - Consent for Initial Evaluation,Attorney forwarded evaluation documents to co-counsel,,,,,
575,1,575,,,,,Doc,6/13/2024 0:00,6/13/2024 0:00,0,[N2 Form - Finding of No Eligibility],District's formal determination of ineligibility despite finding qualifying disability,,,,,
574,1,574,,,,,Note,6/13/2024 10:00,6/13/2024 10:00,0,Team Meeting Notes,Documentation of key eligibility meeting and legal strategy,,,,,
573,1,573,,,,,Email,6/13/2024 14:53,6/13/2024 14:53,0,Re: IEP eligibility meeting - summary,Co-counsel acknowledged receipt of meeting summary and school communication,,,,,
572,1,572,,,,,Note,6/13/2024 15:57,6/13/2024 15:57,0,[Note to file re: COVID impact],Attorney documented COVID impact on hearing attendance,,,,,
571,1,571,,,,,Email,6/13/2024 16:08,6/13/2024 16:08,0,RE: Urgent - IEP Eligibility Determination Error for Heaven Sampson,District proposed August reconvene with supervisor present,,,,,
570,1,570,,,,,Email,6/13/2024 20:08,6/13/2024 20:08,0,Re: Urgent - IEP Eligibility Determination for Heaven S / BSEA Hearing Request,"Attorney responded to District's proposal to reconvene, detailing legal basis for immediate eligibility and warning of impending BSEA appeal",,,,,
569,1,569,,,,,Doc,6/15/2024 0:00,6/15/2024 0:00,0,Hearing Request (1st),Draft detailed BSEA Hearing Request challenging refusal to qualify Heaven for special education,,,,,
568,1,568,,,,,Email,6/15/2024 19:04,6/15/2024 19:04,0,Hearing Request - Heaven S. and Springfield Public Schools,Attorney filed BSEA hearing request,,,,,
567,1,567,,,,,Email,6/15/2024 19:08,6/15/2024 19:08,0,BSEA Hearing Request - In re: Heaven S.,Attorney served BSEA hearing request on District,,,,,
566,1,566,,,,,Note,6/16/2024 19:00,6/16/2024 19:00,0,Team Meeting Summary and Analysis,Attorney documented key findings and legal analysis from eligibility meeting,,,,,
565,1,565,,,,,Email,6/17/2024 9:54,6/17/2024 9:54,0,124246 H.S. - N2 Finding of No Eligibility,District sent formal Finding of No Eligibility and proposed August reconvene,,,,,
564,1,564,,,,,Email,6/17/2024 11:29,6/17/2024 11:29,0,Urgent - Data Preservation Notice,Attorney sent formal notice to preserve educational records,,,,,
563,1,563,,,,,Email,6/17/2024 12:18,6/17/2024 12:18,0,FW: 124246 H.S. - N2 Finding of No Eligibility,Attorney instructing parent not to sign District's Finding of No Eligibility,,,,,
562,1,562,,,,,Email,6/17/2024 12:22,6/17/2024 12:22,0,Re: 124246 H.S. - N2 Finding of No Eligibility,Attorney established communication protocol with parent,,,,,
561,1,561,,,,,Email,6/17/2024 13:13,6/17/2024 13:13,0,Re: BSEA Hearing Request - In re: Heaven S.,District acknowledged hearing request and offered to approve IEEs,,,,,
560,1,560,,,,,Email,6/17/2024 15:07,6/17/2024 15:07,0,Re: BSEA Hearing Request - In re: Heaven S.,"Attorney responded to District email, asserting legal basis for eligibility and requesting IEEs",,,,,
559,1,559,,,,,Email,6/17/2024 15:18,6/17/2024 15:18,0,Re: BSEA Hearing Request - In re: Heaven S.,Attorney demands immediate action on IEE and IEP development,,,,,
558,1,558,,,,,Email,6/20/2024 11:23,6/20/2024 11:23,0,124246 H.S. - Independent Education Evaluation (IEE) N1 and Evaluator List,District provided IEE paperwork following Finding of No Eligibility,,,,,
557,1,557,,,,,Email,6/20/2024 14:41,6/20/2024 14:41,0,Re: BSEA Hearing Request - In re Heaven S.,"District responded to BSEA appeal, proposing August reconvene and requesting clarification on psychiatric evaluation request",,,,,
556,1,556,,,,,Email,6/20/2024 14:42,6/20/2024 14:42,0,Re: BSEA Hearing Request - In re: Heaven S.,District response regarding eligibility determination and evaluation requests,,,,,
555,1,555,,,,,Email,6/21/2024 12:22,6/21/2024 12:22,0,Heaven Sampson v. Springfield Public Schools BSEA No. 2414829,District requested postponement of hearing and extension of response deadline,,,,,
554,1,554,,,,,Email,6/21/2024 14:33,6/21/2024 14:33,0,Re: Heaven Sampson v. Springfield Public Schools BSEA No. 2414829,"Attorney assented to District's request to postpone hearing and extend response deadline, with conditions",,,,,
553,1,553,,,,,Email,6/24/2024 5:41,6/24/2024 5:41,0,RE: BSEA Hearing Request - In re: Heaven S.,Comprehensive explanation of evaluation requests and legal requirements for immediate service implementation,,,,,
552,1,552,,,,,Doc,7/1/2024 0:00,7/1/2024 0:00,0,Hearing Request  (1st amended),"Hearing Request, Amended,  Adding a request for an extended evaluation to the proposed resolution; Modifying the issues presented to focus on the District's policy or standard operating procedure regarding eligibility determinations, rather than on a confirmed District policy;",,,,,
551,1,551,,,,,Note,7/1/2024 14:00,7/1/2024 14:00,0,Amended Hearing Request Development,"Legal research, consultation, and drafting of amended hearing request",,,,,
550,1,550,,,,,Email,7/3/2024 12:09,7/3/2024 12:09,0,In re: Heaven S.- SPS-parent communication failures,Attorney relays parent concerns about service coordination failures,,,,,
549,1,549,,,,,Email,7/3/2024 16:46,7/3/2024 16:46,0,Re: 4:00 Call,St. Florian confirms need to reschedule due to pet emergency,,,,,
548,1,548,,,,,Email,7/5/2024 10:03,7/5/2024 10:03,0,Re: Heaven v. SPS,Kantor Nir apologizes for missing call and requests rescheduling,,,,,
547,1,547,,,,,Email,7/5/2024 10:13,7/5/2024 10:13,0,Re: Heaven v. SPS,St. Florian explains missed call due to pet emergency and suggests rescheduling after Monday 1pm call,,,,,
546,1,546,,,,,Email,7/5/2024 16:31,7/5/2024 16:31,0,Re: In re: Heaven S.- SPS-parent communication failures,Status update on transportation and pending services implementation,,,,,
545,1,545,,,,,Email,7/8/2024 13:48,7/8/2024 13:48,0,Heaven S v SPS / statutory reference to eval by a psychiatrist,Attorney provides statutory basis for psychiatric evaluation request,,,,,
544,1,544,,,,,Email,7/8/2024 18:43,7/8/2024 18:43,0,FW: Heaven S. v SPS / exchange of records by agreement,Attorney forwards comprehensive records request to client team,,,,,
627,1,627,,,,,Motion for Partial Summary Decision,7/9/2024 0:00,7/9/2024 0:00,0,Student's Motion for Partial Summary Decision,,,,,,
543,1,543,,,,,Email,7/9/2024 12:58,7/9/2024 12:58,0,Heaven Sampson v. Springfield Public Schools BSEA No. 2414829,District counsel files correspondence with BSEA,,,,,
542,1,542,,,,,Email,7/16/2024 9:00,7/16/2024 9:00,0,RE: Student's Reply to District's Memorandum of Law in Support of its Opposition,Correction email submitting missing pleading attachment,,,,,
541,1,541,,,,,Email,7/26/2024 14:07,7/26/2024 14:07,0,Re: Historical CMR and statute research,Confirmation of receipt of legal research materials,,,,,
540,1,540,,,,,Email,7/29/2024 19:24,7/29/2024 19:24,0,RE: [MASERS] Repudiation of Mass's expansion of eligibility to include related s,Follow-up after discussion about eligibility standards,,,,,
539,1,539,,,,,Email,7/29/2024 21:13,7/29/2024 21:13,0,RE: Independent Evaluator,Attorney coordinates with potential IEE evaluator regarding multiple cases,,,,,
538,1,538,,,,,Email,7/31/2024 19:15,7/31/2024 19:15,0,Re: [MASERS] Repudiation of Mass's expansion of eligibility to include related s,Follow-up regarding special education eligibility standards discussion,,,,,
537,1,537,,,,,Email,8/1/2024 16:18,8/1/2024 16:18,0,Re: following up,EdLaw Project counsel provides update on mentoring program status,,,,,
536,1,536,,,,,Email,8/2/2024 13:42,8/2/2024 13:42,0,RE: Independent Evaluator,Attorney provides comprehensive case overview to potential IEE evaluator,,,,,
535,1,535,,,,,Email,8/5/2024 13:36,8/5/2024 13:36,0,Re: Independent Evaluator,IEE evaluator acknowledges receipt of case overview and provides contact details for further discussion,,,,,
534,1,534,,,,,Email,8/5/2024 14:32,8/5/2024 14:32,0,Re: Independent Evaluator,IEE evaluator provides contact information,,,,,
533,1,533,,,,,Email,8/5/2024 15:44,8/5/2024 15:44,0,Re: PHC 8/6 (10AM) Heaven Sampson v. Springfield Public Schools BSEA No. 2414829,District counsel confirms availability for rescheduled PHC time,,,,,
532,1,532,,,,,Email,8/5/2024 17:06,8/5/2024 17:06,0,RE: PHC 8/6 (10AM) Heaven Sampson v. Springfield Public Schools BSEA No. 2414829,Confirmation of PHC time change and personal discussion about homesickness,,,,,
531,1,531,,,,,Email,8/6/2024 2:24,8/6/2024 2:24,0,FW: 124246 H.S. - Independent Education Evaluation (IEE) N1 and Evaluator List,Attorney provides comprehensive IEE requirements and evaluation scope,,,,,
530,1,530,,,,,Email,8/6/2024 7:30,8/6/2024 7:30,0,FW: 124246 H.S. - Independent Education Evaluation (IEE) N1 and Evaluator List,"Attorney outlines detailed evaluation requests for IEE to be conducted by Dr. Fogel, including comprehensive assessment areas and specific recommendations needed",,,,,
529,1,529,,,,,Email,8/9/2024 8:15,8/9/2024 8:15,0,Settlement Agreement.DOCX,District counsel sends settlement agreement following PHC discussion,,,,,
528,1,528,,,,,Note,8/9/2024 14:00,8/9/2024 14:00,0,Consultation Note re: Settlement Strategy,Legal research and consultation re: settlement strategy,,,,,
527,1,527,,,,,Email,8/11/2024 12:06,8/11/2024 12:06,0,Re: HS Initial Eligibility docs,Attorney clarifies meeting subject and attendance expectations,,,,,
526,1,526,,,,,Email,8/12/2024 14:19,8/12/2024 14:19,0,Re: 124246 H.S. - Independent Education Evaluation (IEE) N1 and Evaluator List,Follow up on IEE request,,,,,
525,1,525,,,,,Email,8/23/2024 20:08,8/23/2024 20:08,0,RE: Independent Evaluator,Analysis of evaluation needs; correspondence with evaluator,,,,,
524,1,524,,,,,Email,8/24/2024 16:03,8/24/2024 16:03,0,RE: Independent Education Evaluations for Heaven S.,Draft and serve discovery; explain evaluation needs,,,,,
523,1,523,,,,,Email,8/26/2024 8:35,8/26/2024 8:35,0,RE: Independent Education Evaluations for Heaven S.,District counsel seeks clarification on IEE requests,,,,,
522,1,522,,,,,Email,8/30/2024 14:08,8/30/2024 14:08,0,Re: Draft settlement proposal [rev 2.],Draft revised settlement proposal with comprehensive analysis,,,,,
521,1,521,,,,,Email,8/30/2024 14:48,8/30/2024 14:48,0,Re: Draft settlement proposal,Review parent response re: settlement strategy,,,,,
520,1,520,,,,,Email,9/3/2024 17:05,9/3/2024 17:05,0,STUDENT'S FIRST REQUEST FOR PRODUCTION OF DOCUMENTS.PDF; STUDENT'S FIRST SET OF,Opposing counsel sends discovery documents to hearing officer,,,,,
519,1,519,,,,,Email,9/4/2024 9:01,9/4/2024 9:01,0,RE: Heaven Sampson v. Springfield Public Schools - BSEA No. 2414829,Opposing counsel confirms removal of hearing dates from schedule,,,,,
518,1,518,,,,,Email,9/4/2024 10:49,9/4/2024 10:49,0,Heaven & SPS,Request to discuss potential resolution requiring minimal district resources,,,,,
517,1,517,,,,,Email,9/4/2024 11:11,9/4/2024 11:11,0,RE: Heaven & SPS,Response regarding availability for settlement discussion,,,,,
516,1,516,,,,,Email,9/4/2024 11:15,9/4/2024 11:15,0,RE: Heaven & SPS,Discussion of student's PTSD symptoms and impact of school environment,,,,,
515,1,515,,,,,Email,9/4/2024 11:16,9/4/2024 11:16,0,RE: Heaven & SPS,Brief email noting technical issue with previous message,,,,,
514,1,514,,,,,Email,9/4/2024 12:35,9/4/2024 12:35,0,RE: Heaven & SPS - Settlement proposal outline,"Attorney presents detailed case for changing student's placement to Renaissance or STEM, citing mental health provider recommendations, transportation logistics, and regulatory interpretation",,,,,
513,1,513,,,,,Email,9/4/2024 14:31,9/4/2024 14:31,0,Re: Heaven & SPS - Settlement proposal outline,District counsel acknowledges receipt and will consult with client,,,,,
